arg-id,argument
Acsv-555_1,コスト削減が優先される体制では、十分な安全対策が確保されない可能性が高く、事故が発生するリスクがある。
Acsv-556_0,ヒューマンエラーは避けられない。
Acsv-556_1,詳細なマニュアルやチェックシステムがあっても、設計時の条件に想定外の事故の恐れがある。
Acsv-557_0,福島第一原発事故の教訓を踏まえ、廃炉や復興に継続的に取り組む姿勢を示すべきである。
Acsv-557_1,原子力発電の安全性確保に関する具体的な方策が不十分である。
Acsv-558_0,原子力は危険であるため、利用をやめるべきである。
Acsv-559_0,原子力発電には反対である。
Acsv-559_1,原発はテロの標的になる可能性があり、大規模な被害を引き起こす危険がある。
Acsv-560_0,ロシアによるウクライナの原発が軍事標的にされたことは問題である。
Acsv-560_1,将来世代に負の遺産を押し付けることはやめるべきである。
Acsv-561_0,原発は恰好の軍事標的であり、安全性の確保は困難である。
Acsv-562_0,国際情勢が緊迫する中で、原発は他国からの攻撃に対して格好の標的になり得るため、安全保障の観点から原発は縮小廃止すべきである。
Acsv-563_0,日本は地震が頻発する国であり、福島の事故が今なお多大な影響を及ぼしていることを実感している。
Acsv-563_1,原発の廃止を強く希望する。
Acsv-564_0,日本は地震大国であり、原子力発電所の立地には適さない。
Acsv-564_1,原子力発電の全面廃止を盛り込んだ計画を立案すべき。
Acsv-565_0,南海トラフ巨大地震などの可能性を考慮し、原発の最大限活用を撤回すべきである。
Acsv-565_1,原発の撤回により国民の生活や水産資源を守ることができ、希望のある未来に繋がるはずである。
Acsv-566_0,日本で原子力発電所を新設・再稼働することは、大きな危険を国民に背負わせることになる。
Acsv-567_0,この地震列島にこれ以上の原子力発電所を増やすことはあり得ない。
Acsv-568_0,地震大国の日本で原発を推進すべきではない。
Acsv-569_0,稼働中の原発に地震等で深刻事故が起きた場合、日本の国土の半分が放射能汚染される可能性がある。
Acsv-569_1,電力会社や行政は、その責任をどのように取るのかが重要である。
Acsv-570_0,重大事故発生時に国民に対して責任をとれる主体が存在しない。
Acsv-570_1,政府や電力会社も責任をとれない。
Acsv-571_0,部品交換や内部を目視できない原子炉圧力容器等は極めて危険であるため、事故が起きた場合の責任を明確にすべきである。
Acsv-572_0,原子力発電の第一の使用目的は発電ではなく、使用済み核燃料から製産されるプルトニウムであるとの認識が国民の中で拡がっている。
Acsv-572_1,外交防衛面での不安が懸念されるため、原子力発電の計画案を廃止し、見直しを求めるべきである。
Acsv-573_0,原発の再稼働や新設は、核武装していく方針が感じられる。
Acsv-573_1,原発をエネルギー政策の中で、比重を増やすことに反対する。
Acsv-573_2,原発の再稼働や新設は、中国やロシアなど近隣諸国を刺激する。
Acsv-573_3,国防安全保障の観点からも原発の扱いは大切である。
Acsv-574_0,原発は戦争の最終兵器である原爆を作るためのものである。
Acsv-574_1,原発は非核三原則と矛盾すると考える。
Acsv-575_1,原発で使用するウラン燃料の多くは輸入に頼っており、エネルギー安全保障上の課題がある。
Acsv-576_0,ウラン燃料は100％輸入に依存しているため、原発を「準国産エネルギー源」とする表現は誤解を招くものである。
Acsv-576_1,核燃料サイクルが破たんしている以上、原発の表現を改めるべきである。
Acsv-577_0,ウランは全量輸入であり、燃料加工を海外に依存しているため、原子力を「準国産エネルギー」と呼ぶことはできない。
Acsv-577_1,原子力はエネルギー自給にも貢献していない。
Acsv-578_0,原子力は燃料を輸入に頼っているため、自律性が高いとは言えない。
Acsv-578_1,「準国産エネルギー源」という不正確な表現は避けるべきである。
Acsv-579_0,原子力発電は故障や定期検査のため運転を停止する必要があり、安定供給には不向きである。
Acsv-579_1,運転延長で老朽化した原発を稼働させることは、故障や事故のリスクを高め、電力の安定供給ができなくなる。
Acsv-580_0,原発は、ひとたび停止すれば広範囲に影響をもたらすため、安定電源とは言えない。
Acsv-580_1,原発は調整力に欠ける。
Acsv-581_0,原発はトラブルが多い。
Acsv-581_1,原発は固定的な大規模集中型電源であるため、脆弱性や不安定さを有している。
Acsv-582_0,原発はトラブルが多く不安定であるため、電力需給ひっ迫の解決には役立たない。
Acsv-582_1,原発は柔軟に止めたり動かしたりできず、出力調整も難しい。
Acsv-583_0,原子力発電所の建設や運営、廃炉には莫大な費用がかかり、他のエネルギー源への投資が制限されることがある。
Acsv-584_0,将来性の乏しい原子力に限られた金銭的人的資源を注ぐことは、省エネや再エネへの投資を抑制する可能性がある。
Acsv-584_1,日本の技術が世界に後れを取る可能性がある。
Acsv-585_0,エネルギーの安全保障は重要だが、原発事故のリスクを忘れて脱炭素電源として原発を最大限活用してよいのか疑問である。
Acsv-585_1,原発を維持活用することで再生エネルギーへの道が狭められているのではないか。
Acsv-586_0,原発立地自治体に支払われてきた交付金は、自然エネルギーの利用や化石燃料の利用、省エネ等に対して支払うべきである。
Acsv-586_1,企業の技術開発支援のための補助金も、同様に見直すべきである。
Acsv-587_0,原発維持に多額のコストを投入する余裕があるなら、限られた財源を未来志向の技術に集中すべきである。
Acsv-587_1,水素エネルギーのサプライチェーン構築に振り向けるべきである。
Acsv-588_0,2040年のエネルギー供給において原子力の構成割合を高めることには反対である。
Acsv-588_1,原子力発電の安全性について国民の多くが懸念を抱いている。
Acsv-588_2,原子力発電所は需要地から遠隔地にあり、受益者とリスク負担者が異なる問題が解消されていない。
Acsv-588_3,原子力発電は補完的限定的な電源として位置付けるべきである。
Acsv-588_4,原子力発電は民間電力会社に任せず、国有一元化しリスク管理強化と計画的な事業縮小を行うべきである。
Acsv-589_0,原発は全て国有化すべきである。
Acsv-589_1,原発に税金を使うべきである。
Acsv-590_0,原発のノウハウを失わないよう、国が全力を挙げて支援すべき
Acsv-591_0,国は原子力発電の廃棄物の問題について積極的に進めるべきである。
Acsv-591_1,これからの日本の経済成長や子どもたちの未来のために、国が前面に立つ必要がある。
Acsv-592_0,電気事業者に責任を押し付けるのは不適切であり、国は原子力行政の失敗を反省すべきである。
Acsv-592_1,国はこの分野にお金をかけて早急に前面に立って進めなければならない。
Acsv-593_0,原子力利用に関して、国策民営の立場を脱し、国の強いコミットを要望するべきである。
Acsv-593_1,大型軽水炉は高額な初期投資が必要であり、国がこれまで以上に関与することが必要である。
Acsv-594_0,原子力発電の拡大に向けた具体的動きは建設費用の増大などで足踏みしている状態であり、決して拡大していない。
Acsv-595_0,世界では原子力の利用が今後拡大する見込みという前提は不適切である。
Acsv-595_1,世界の原子力発電は横ばいであり、総発電量に占める原子力の割合は下降傾向にある。
Acsv-596_0,世界の潮流は大規模に増えることにはならない。
Acsv-596_1,原発は世界の電力需要の6％程度に過ぎない。
Acsv-596_2,原発がCO2削減に寄与して地球温暖化対策に貢献することはありえない。
Acsv-597_0,数兆円のコストをかけて新増設やリプレースしても、完成まで数十年かかるため、気候変動対策としては間に合わない。
Acsv-598_0,原発は有効な気候変動対策とは言えない。
Acsv-598_1,原発の新設に反対する。
Acsv-599_0,新増設やリプレースには莫大なコストがかかり、リードタイムも数十年かかるため、気候変動対策が遅れる。
Acsv-600_0,原子力は建設コストや安全性の確保を考えると早期の実現可能性が低い。
Acsv-600_1,原発は2030年や2035年までに間に合わず、有効な気候変動対策とは言えない。
Acsv-601_0,原子力発電は一定出力のため調整できず、再生可能エネルギーを抑制する融通の利かない電源である。
Acsv-601_1,原子力発電の問題に対する解決策を記載すべきである。
Acsv-602_0,原子力発電は再生可能エネルギーと連携しにくい。
Acsv-602_1,原子力発電は電力網の柔軟性が低いため、再生可能エネルギーの普及を阻害する可能性がある。
Acsv-603_0,原子力発電をクリーンエネルギーとして活用する方針には反対である。
Acsv-603_1,原子力はCO2以上の環境破壊を引き起こし、少量の暴露でも生命を死に至らせる危険がある。
Acsv-603_2,使用済み燃料は何万年も環境を脅かし続ける。
Acsv-603_3,安全性、安定供給、経済効率、環境適合性の観点からも問題が多い。
Acsv-604_0,原子力エネルギーはクリーンエネルギーではない
Acsv-605_0,原子力発電は脱炭素効果の高い電源ではない。
Acsv-605_1,ウラン原料の採掘、精製、加工時に二酸化炭素が排出され、輸送でもCO2が出る。
Acsv-605_2,原子力発電は計画から稼働開始まで長い期間がかかり、CO2削減目標年度に間に合わない。
Acsv-606_0,原子力を脱炭素電源として取り扱うことは妥当ではない。
Acsv-607_0,原子力と再生可能エネルギーを区別すべきである。
Acsv-607_1,再生可能エネルギーの促進を重視すべきである。
Acsv-608_0,原子力発電所の多くが停止した結果、化石燃料への依存が高まり、エネルギー需給構造上の脆弱性が顕在化した原因は過去の政策にあると考えられる。
Acsv-608_1,サンシャイン計画に基づき再エネの導入を積極的に進めるべきだった。
Acsv-608_2,現実的な政策であったのであれば、今後も同様の問題が起きる可能性がある。
Acsv-609_0,事故後に石炭火力発電を大量に稼働させることは、CO2排出量を増加させる結果となった。
Acsv-609_1,これは、事故発生前のエネルギー政策が時代遅れであり、原子力発電のリスク管理ができていなかったことを示している。
Acsv-610_0,交付金により金銭的便益を提供することで調査を誘導するのは誤りである。
Acsv-610_1,交付金が地域分断の要因になる可能性がある。
Acsv-610_2,お金目当てに調査に応募した首長がいるため、交付金の交付の是非を再検討すべきである。
Acsv-611_0,地域振興が必要なのは原発立地地域だけではなく、全国各地の過疎に悩む自治体にも必要である。
Acsv-611_1,原子力施設を受け入れた地域に手厚い支援を行い、受け入れなかった地域には支援を行わないことは公平性に欠け、地域の分断を招く。
Acsv-611_2,地域振興は原子力施設の受け入れの有無にかかわらず、全国規模で行うべきである。
Acsv-612_0,最終処分場の選定プロセスはおかしい。
Acsv-612_1,文献調査を受け入れただけで数億円の交付金がばらまかれるのは問題である。
Acsv-612_2,交付金のばらまきは地域の分断を生む要素である。
Acsv-613_0,核セキュリティーは過去の過酷事故に対応する最低限の対応にとどまっているべきではない。
Acsv-613_1,柏崎刈羽のセキュリティ上の問題が何件も発覚している。
Acsv-613_2,地域とのコミュニケーションに疑問がある。県民の不安に向き合わず、安全性を理解しろと言わんばかりの姿勢は問題である。
Acsv-614_0,電力業界には市場の健全性が無く、各電力会社の管理運営能力に問題があるため、原子力発電所を廃止すべきである。
Acsv-615_0,原発を止めるためには、コストのかかるエネルギーに群がる利権構造を改革する必要がある。
Acsv-616_0,政府のエネルギー政策が原発新設に偏っていることには賛成できない。
Acsv-616_1,一部の利権関係者の利益のために国民や経済が犠牲にされる提案は即刻廃止すべきであり、客観的で冷静な対応が求められる。
Acsv-617_0,原発関連企業の一時的な儲けのために、国益を損ねる政策はやめるべき
Acsv-618_0,原子力発電所は廃炉一択であるべき
Acsv-618_1,再稼働にも新設にも反対である
Acsv-619_0,原発を止める努力をすべき
Acsv-619_1,廃炉を進め、予算を立てて軌道修正を行うべき
Acsv-619_2,原発の再稼働や新設は愚かなことであると認識すべき
Acsv-620_0,原発回帰政策に反対するべきである。
Acsv-620_1,福島第一原発事故の教訓を忘れず、原発への依存を減らす従来の方針を継続すべきである。
Acsv-620_2,再稼働や新設、運転期間の延長を進める政策には強く反対する。
Acsv-621_0,新たな原子力施設の建設は将来のバックエンドの負荷を増大させる。
Acsv-621_1,将来世代の負担を軽減するため、これ以上原子力施設を新増設すべきではない。
Acsv-622_0,原発再稼働に反対である
Acsv-622_1,原発新設に反対である
Acsv-623_0,再生可能エネルギーの比率が高すぎる
Acsv-623_1,蓄電技術が確立していないため、再生可能エネルギーの利用は不可能である
Acsv-623_2,停止中の原発の稼働が一番現実的である
Acsv-624_0,原子力が作り出す安価・安定・大量・脱炭素の電力や水素は消費者や事業者が求めている
Acsv-624_1,温暖化対策の主要な柱として、原子力発電所の早期の再稼動を強力に推し進めるべきである
Acsv-625_0,安全が確認された原子力発電所の早期稼働（再稼働）が必要である。
Acsv-625_1,電力不足を防ぐために、特にデータセンターの電力需要を考慮し、ものづくり産業全体での電力供給を確保する必要がある。
Acsv-626_0,国の審査に合格した原発は都道府県への届出のみで運転できるようにすべき
Acsv-626_1,地元同意が必要な場合は手続きの方法や期限を法的に規定すべき
Acsv-626_2,法的根拠のない原発の運転制限は財産権の侵害の恐れがあると周知するべき
Acsv-627_1,温暖化対策の主要な柱として原子炉の稼働に対して立地自治体の同意を必要としない法改正を強力に推し進めるべきである
Acsv-628_1,原発立地地域では、安全や健康への懸念から住民の反対運動が続いている。
Acsv-628_2,原発事故時の避難計画が十分でない場合、住民の安全を確保するのが難しくなる。
Acsv-629_0,原発は大きな地震が来た場合に不安がある。
Acsv-629_1,近辺住民の避難やシェルターの安全確保についても不安がある。
Acsv-630_0,原子力発電の受益者と受苦者は地理的に離れているため、事故の被害の不公平さを考慮すべきである。
Acsv-630_1,実現可能性の高い避難計画がない限り、原発の稼働はしてはならない。
Acsv-631_0,原発再稼働促進を進めるべきであるが、原発事故時に住民が安心できる避難計画が必要である。
Acsv-632_0,原発事故の避難がままならない状況で、原発を動かすべきではない。
Acsv-633_0,稼働中の原子力発電所も含め、妥当な住民避難計画が準備、検証されない限り（再）稼働を認めるべきではない。
Acsv-634_0,原子力発電所の新設を求める
Acsv-634_1,高速炉及び高温ガス炉の実証炉の早期建設を求める
Acsv-635_0,次世代革新炉の開発・設置について、より具体的かつ強く推し進めるべきである。
Acsv-636_0,次世代革新炉への建て替えを廃炉を決定した原子力発電所を有する事業者のサイト内に拡大したことは現実的な判断であると評価する。
Acsv-637_0,次世代革新炉の開発・設置に関して、原案通り表現が維持され、閣議決定されることを強く望む。
Acsv-638_0,次世代革新炉の開発・設置に関する原文はお題目に過ぎず、新設プラント設置方針を強く示すべきである。
Acsv-638_1,次世代革新炉の早期開発・設置に取り組むべきであり、早期という言葉を加えるべきである。
Acsv-639_0,新増設方針を明記することで予見可能性を高めるべきである。
Acsv-639_1,2040年代に設備容量が減少し、電力需要が拡大することへの対応が必要である。
Acsv-640_0,新型炉については、安全性と費用対効果を慎重に検討すべき
Acsv-640_1,新型炉の導入の是非を判断することが重要である
Acsv-642_0,第７次エネルギー基本計画（案）は、安全性を大前提として明記されているが、未実用の次世代革新炉の設置が計画に含まれていることは安全性重視とは言えず、大前提に反している。
Acsv-643_0,次世代革新炉の開発・設置は中止すべきである。
Acsv-643_1,処分方法が明確でない中で、次世代に負の遺産を残すべきではない。
Acsv-644_0,新型軽水炉以外の新機種は実用的な稼働が未定であり、短期間での建設や運転、安全性確認には問題がある。
Acsv-644_1,2040年までの15年間では原発建設が無理であり、特に新規原発の建設は安全管理や費用負担を考慮すると困難である。
Acsv-644_2,次世代革新炉の採用は破棄すべきである。
Acsv-645_0,次世代革新炉の開発・設置は撤回すべきである
Acsv-646_0,原発には反対であり、増設しないでください。
Acsv-647_0,次世代革新炉の開発・設置は行うべきではない
Acsv-647_1,次世代革新炉に関する項目を削除すべき
Acsv-648_0,「革新軽水炉」に新たな安全メカニズムを組み込んでも、事故の発生リスクや放射性物質放出を抑制するだけであり、大地震によるプラント損壊には無力であるため、完全に「不安が無い」とは言えない。
Acsv-648_1,事故を起こさない唯一の確実な方法は原子力発電自体を行わないことである。
Acsv-649_0,高温ガス炉による水素製造が低コストで可能であるにもかかわらず、基本計画に入っていないのは疑問である。
Acsv-649_1,海外から天然ガスを輸入して水素を作ることが優先されているが、安全保障の観点からも国内で低コストの水素を確保できる高温ガス炉を無視するのは疑問である。
Acsv-650_0,SMR推進の動きに対応しきれない場合、日本の原子力メーカーが衰退するリスクがある。
Acsv-650_1,日本の原子力メーカーの衰退は、国内の産業競争力低下につながる。
Acsv-651_0,大都市では地産地消型エネルギーの観点から、大深度地下にSMRを設置することが検討されるべきである。
Acsv-651_1,SMRは安全性の高い設計が可能であり、限られた都市空間を有効活用できる利点がある。
Acsv-652_0,現在の原発方式が日本の状況に合っているか疑問である。
Acsv-652_1,小型原発などの安全性の高い方式の導入を検討すべきである。
Acsv-653_0,エネルギーは現代文明の維持に必須であり、今後の電力需要は増加するため、新たな電力供給方法を考える必要がある。
Acsv-653_1,特に核融合の開発競争において、日本がリードするために政策として開発支援を大々的に行うべきである。
Acsv-654_0,核融合の実用化に投資すれば、現行の核分裂よりも放射線を出さず負荷を少なくし、安全性も向上できると思う。
Acsv-654_1,行政は庶民から巻き上げた金を有効に使うべきである。
Acsv-655_0,核融合発電について研究をさらに推進し、実用化に向けて国として総掛かりで進める計画を立てるべきである。
Acsv-656_0,フュージョンエネルギー（核融合）は技術的難度が高く、実用的発電手段とするのは非現実的であるため、核融合の研究開発に資源を投入するべきではない。
Acsv-657_0,核融合発電は22世紀になっても実用化の見込みはないのではないか。
Acsv-658_0,60年の運転期間のカウントから除外する新たな制度は撤廃すべきである。
Acsv-658_1,60年超運転は世界中で実例が無く、老朽化した原発は事故のリスクが高いため動かすべきではない。
Acsv-658_2,原子力規制委員会の高経年化に関する審査は信頼性に欠ける。
Acsv-659_0,実質60年以上の運転を容認したため、今後災害等が発生した際に想定以上の事故や被害が発生する可能性が高くなる。
Acsv-659_1,福島第一原発事故が完全に解決していない中で、安全性に確固たる担保がなければ、原子力の利用を停止するべき。
Acsv-660_0,原子力の運転期間に最長60年以上の運転期間延長について、安全上の妥当性を厳格に評価すべきである。
Acsv-661_0,原子力発電所の運転期間について、利用政策の観点で一定の前進があったことを支持する。
Acsv-661_1,高経年化した原子力発電所について、健全性を確認する規制が整備されている。
Acsv-661_2,科学的・技術的な確認により運転を継続できる仕組みの検討を深め、必要な時期までに電気事業法の改正をするべきである。
Acsv-661_3,運転期間の根拠については、高経年化に対応する技術の進歩により合理的な判断ができると考える。
Acsv-661_4,健全性を確認する規制に合わせ、運転期間の仕組みを整備することにより、電力安定供給の選択肢が広がると考える。
Acsv-662_0,既設設備の運転期間は特定の年限で区切ることなく運転可能とすることが望ましい。
Acsv-662_1,運転期間の延長は科学的・技術的観点から安全性が評価・担保されることを前提とすべき。
Acsv-663_0,原子力産業界のための原子力規制委員会になってはいないかという懸念がある。
Acsv-663_1,原子力産業界と規制委員会の関係改善を求める。
Acsv-663_2,規制当局は中立性を担保することを最優先にし、原子力産業との意見交換を慎重に行うべきである。
Acsv-664_0,原子力規制委員会と原子力エネルギー協議会ATENAのもたれ合いで原子力規制が緩和された。
Acsv-664_1,原子力政策決定プロセスでの協議を法律上の措置と位置付けるべき。
Acsv-665_0,規制当局とATENAとの連携や意見交換が強調されているが、原子力規制委員会は否定的な意見を持つ学識者や市民との意見交換をほとんど行っていない。
Acsv-665_1,ATENAとの会合が多いことは原子力規制委員会の独立性を損ない、原子力産業にとって都合のよい規制緩和を行う恐れがある。
Acsv-665_2,原子力規制委員会はATENAなど原子力産業との会合に慎重になるべきである。
Acsv-666_0,現在の新規制基準や原子力規制委員会による適合審査は原発の安全性の確保には非常に不十分である。
Acsv-666_1,福島第一原発の事故が再来しないという保障がない状態で原発の再稼働が進んでいる。
Acsv-667_0,原子力発電は新規制基準に適合したからといって安全とはいえない
Acsv-668_0,BWR再稼働が13年掛かっているのは、メーカの努力不足だけではなく、規制対応にも問題がある。
Acsv-668_1,他国で同様の問題が起こらないように、規制のやり方について見直し（効率化）が必要である。
Acsv-669_0,国は安全性の確保を大前提に、原子力規制の安全審査プロセスの合理化・効率化・迅速化に取り組むべきである。
Acsv-670_0,革新軽水炉の規制基準を早期に整理・策定し、規制当局のスムーズな審査、判断に至るまでの時間を短縮すべき
Acsv-670_1,新規制基準との整合や共通理解を深め、審査の透明性を確保する必要がある
Acsv-670_2,規制当局の人材確保を含め、迅速な対応を求めるべき
Acsv-671_0,原発の再稼働、新増設は住民投票を前提とすべきである。
Acsv-672_0,原子力について、政府は地域住民と国民全体（特に次世代を担う若者）の納得を得る必要がある。
Acsv-673_0,今ある核のごみや廃炉について国民的な議論を行うべき
Acsv-673_1,脱原発を進めることが必要である
Acsv-674_0,基本計画原案の策定の際に、全国の各地域で公聴会や説明会を開き、国民の意見を反映させる仕組みを作るべきである。
Acsv-674_1,原子力発電については、メリットだけでなく中間貯蔵や最終処理を含めた技術的・コスト的課題も示し、国民が選択できるリスクコミュニケーションの発想で対話を行うべきである。
Acsv-675_0,原発の廃炉に至る過程では、放射性廃棄物の処理・処分、プロセスを含めた管理について安全対策を抜本的に強化すべき
Acsv-675_1,徹底した情報公開を行うよう求める
Acsv-676_0,国民の原子力や行政・事業者に対する不信・不安を払拭するために、正確で客観的な情報提供や丁寧な広聴・広報を進める必要がある。
Acsv-676_1,国民の意見を真摯に受け止める場を積極的に作るべきであり、一方的な情報発信に注力するのは間違っている。
Acsv-676_2,限られた予算を国民の意見を広く集めるための広報にも活用し、国民の声に耳を傾けるべきである。
Acsv-676_3,情報量が増えると国民の原子力に対する理解が深まらず、「わからない」や「徐々に廃止」の意見が増加する傾向がある。
Acsv-677_0,原子力発電をエネルギー供給の軸にするためには、そのメリットを広報する必要がある。
Acsv-677_1,原子力発電に関する情報をわかりやすく公開し、政府の力強い後押しが必要である。
Acsv-678_0,原発の核のゴミ処理について、コストを計上していないのは問題である。
Acsv-678_1,福一の後始末にかかるコストを無視して、一番コスパがかからないように書くのはひどい。
Acsv-679_0,地震の多い日本で、万一事故が起こった際の解体処理や住民に対する補償にかかるコストを試算し公表すべきである。
Acsv-679_1,福島原発の事故の際のデータをもとにコストを試算することが重要である。
Acsv-680_0,政府が「長期脱炭素電源オークション」の枠組みを使って電気料金に上乗せする制度を設けることの妥当性が問われる
Acsv-680_1,原子力発電のライフサイクルコストを明確にし、国民に示す必要がある
Acsv-681_0,コストは今後の技術開発により低減する可能性がある。
Acsv-681_1,現時点で実現可能な技術によって、どれぐらいのコストがかかるのかを明らかにすべき。
Acsv-682_0,原子力への投資が回収が難しいことを示すデータを示さずに「原発は必要だ」と訴える姿勢が原子力への不信感を増幅させている。
Acsv-682_1,原子力産業の真摯な現実を明らかにするべきである。
Acsv-683_0,政府は核のゴミの最終処分場の見通しについて率直に説明すべき
Acsv-683_1,政府は核燃料サイクルの現状についても率直に説明すべき
Acsv-684_0,原発の事故の際の放射性物質や放射性廃棄物について言及しないのは欺瞞であり事実に反する。
Acsv-684_1,原子力施設従事者の被ばくを無視することは倫理に反する。
Acsv-685_0,原子力発電には最終処分場問題、立地問題、建設期間、建設コスト高騰など多くの課題がある。
Acsv-686_0,原発への回帰を望んでいる国民はほとんどいないため、現実的な方針を示すべきである。
Acsv-687_0,政府は脱炭素やCO2削減を装いながら、実際には原発依存を減らすと言っていないため、信用できない。
Acsv-687_1,政府は原発の危険性を過小評価しようとしているため、大きな不信感がある。
Acsv-688_0,現状の技術力では、原発再稼働は不可能である。
Acsv-688_1,国民の理解は得られない。
Acsv-689_0,原子力発電所の建設や維持には莫大なコストがかかるため、経済的リスクが大きい。
Acsv-689_1,事故が発生した場合の経済的損失は計り知れない。
Acsv-690_1,原発の建設には巨額の初期投資が必要であり、安全管理や廃炉の費用も膨大である。
Acsv-690_2,事故発生時の復旧や補償費用も莫大である。
Acsv-690_3,再生可能エネルギーがコスト競争力を高める中で、原発の経済性が疑問視されている。
Acsv-691_0,東京電力福島第一原子力発電所の事故から13年が経過してもなお、多くの方々が避難を余儀なくされている。
Acsv-691_1,第7次エネルギー基本計画における原発の発電コストに関する記述は、損害賠償や安全対策費を考慮すると正確ではない。
Acsv-692_0,原発は高レベル放射性廃棄物の処分が未解決であり、解決にかかる時間と費用が不明である。
Acsv-692_1,原発の安全性を高めるほど建設に時間と費用がかかり、経済効率性がない。
Acsv-693_0,原子力発電所の維持費や建設費は高騰し続けており、最もコストの高い電源となっている。
Acsv-694_0,原発の延命は再生可能エネルギーの技術革新や普及の妨げになる
Acsv-694_1,原発の延命は解決できない核廃棄物を増やし続ける
Acsv-694_2,経済合理性の観点から国費は再生可能エネルギーに集中すべきである
Acsv-695_0,原子力発電は廃炉にもコストがかかりすぎる。
Acsv-696_0,第7次エネルギー基本計画（案）に強く反対する。
Acsv-696_1,原発事故による被災者の損害賠償請求の受け皿として弁護団が結成されている。
Acsv-696_2,ADR申立では十分な賠償が受けられないため、集団訴訟が提起されている。
Acsv-697_0,旧住民が帰還したくてもフクシマには戻れないことを認識させるべきである。
Acsv-697_1,事故処理は旧住民が戻れないという大前提の下で行うべきである。
Acsv-697_2,旧住民が新しい土地で生活できるように支援するべきである。
Acsv-698_0,原発の新増設・建て替えに関し、原発新増設費用を全国民の電気代に上乗せするしくみの導入に強く反対する。
Acsv-699_0,次世代革新炉の開発・設置は撤回すべきである。
Acsv-699_1,原発新設は巨額の費用がかかり、建設期間も長期化する傾向がある。
Acsv-699_2,原子力事業者のみでは負担できず、国民に負担を強いることになる。
Acsv-699_3,核のごみの処分に目途が立たない中、これ以上放射性廃棄物を生み出すべきではない。
Acsv-700_0,原発の新増設・建て替えに関する事業を支援する新たな制度措置や市場環境の整備が必要である。
Acsv-700_1,原発新増設費用を全国民の電気代に上乗せするしくみの導入には強く反対する。
Acsv-701_0,大手電力会社の原発を中心にした高い電気代を消費者負担にする必然性はない。
Acsv-702_0,原発の巨額の建設費用を国民に負わせることは受け入れられない。
Acsv-703_0,国策で原発推進政策を奨めてきたにもかかわらず、国が責任を問われないことはあってはならない。
Acsv-704_0,原子力の賠償を民間事業者に無限責任で与えている構図の解消を検討すべきである。
Acsv-704_1,官民で原子力を推進する以上、事故発生時の賠償責任の一部を官が担保し、リスクを吸収する施策を検討すべきである。
Acsv-704_2,これにより、民間企業が安心して原子力技術開発や導入に挑戦できる環境が整う。
Acsv-704_3,結果的に原子力分野の技術力向上や国際競争力強化につながる。
Acsv-705_0,既存の原発の発電コストが安いかのような印象を与える記述は不正確であり、削除すべきである。
Acsv-705_1,四国エリアの電気料金は他エリアと比較して安くない。
Acsv-706_0,福島第一原子力発電所事故の負の影響は終わりが見えず、原子力発電の安全対策にかかる費用は増加している。
Acsv-706_1,核燃料サイクルは事実上破綻しており、最終処分場の見通しもないため、原子力発電の持続可能性には疑問がある。
Acsv-708_0,核のごみの処分に目途が立たない中、これ以上放射性廃棄物を生み出すべきではない
Acsv-709_0,放射性廃棄物の中間貯蔵問題や最終処分は未解決である
Acsv-709_1,「もんじゅ」の廃止が決まり、核燃料サイクル政策が破綻している中での「原発回帰」政策の推進は許されない
Acsv-710_0,核のごみや廃炉について国民的な議論を行うべき
Acsv-711_0,原子力を推進することには反対である。
Acsv-711_1,放射性物質の未来への影響から原子力発電は行うべきでない。
Acsv-711_2,原子力発電は使用すればするだけ多くの放射性物質を生じ、その管理が未来の世代に膨大な負担を押し付ける。
Acsv-712_0,廃棄物の処理方法が不十分なまま「最大限活用」は現実的ではない。
Acsv-713_0,原子力の推進・反対に関わらず、核のゴミ問題、福島第一原発の廃炉、福島の復興などの課題に優先順位をおくべきである。
Acsv-714_0,立地地域との共生に向けた政策を進めるべき
Acsv-714_1,国民全体の原子力理解を深める必要がある
Acsv-714_2,核燃料サイクル、廃炉、最終処分のバックエンドプロセスを加速化すべき
Acsv-714_3,官民一体となって国が責任を持って進めるべき
Acsv-715_0,長期に渡る原子力事業を円滑に運営するためには、一貫したエネルギー政策を堅持すべきである。
Acsv-715_1,原子力発電を活用するためには、原子燃料サイクルや最終処分、廃止措置を国を挙げて推し進める必要がある。
Acsv-716_0,使用済燃料を巡る課題は特定の地域や事業者だけの問題ではなく、国民全体の共通課題である。
Acsv-716_1,電力消費地や電気利用者を含む国民全体で取り組むべきである。
Acsv-717_0,使用済み燃料の再処理を含めた核燃料サイクル、円滑かつ着実な廃炉、高レベル放射性廃棄物の最終処分は、原子力の長期的な活用において重要な課題である。
Acsv-718_0,六ヶ所村再処理工場、MOX燃料工場、大間原発の工事を迅速に進めるべき
Acsv-718_1,バックエンドサイクルの構築とプルサーマルの推進を進めるべき
Acsv-719_0,原子力発電を強化するには核燃料サイクルの促進が必須である。
Acsv-719_1,核燃料サイクルに関する研究強化が重要である。
Acsv-720_0,原発の再稼働や新増設は核のごみを出し続けることになるため反対である。
Acsv-720_1,核燃料サイクルは破綻しており、核のごみの問題は解決していない。
Acsv-721_0,六ヶ所再処理工場の確実な竣工時期を明らかにするべきである。
